timestamp,trip_id,datum,stop_id,stop_name,planned_time,actual_time,delay_minutes
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900230999,Potsdam Hbf,07:11:00,07:12:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900230000,Babelsberg,07:14:00,07:15:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,07:17:00,07:18:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900053301,Wannsee Bhf,07:22:00,07:24:00,2
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900052201,Nikolassee,07:25:00,07:26:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900048101,Grunewald,07:32:00,07:33:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900024102,S Westkreuz,07:35:00,07:35:00,0
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:37:00,07:38:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900024203,Savignyplatz,07:39:00,07:39:00,0
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,07:41:00,07:42:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900003103,S Tiergarten,07:43:00,07:43:00,0
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900003102,S Bellevue,07:45:00,07:46:00,1
2026-01-15T07:48:51.900543+01:00,1|2961|0|86|15012026,2026-01-15,900003201,Berlin Hbf,07:48:00,07:48:00,0
2026-01-15T07:51:12.319650+01:00,1|2669|4|86|15012026,2026-01-15,900052201,Nikolassee,07:50:00,07:50:00,0
2026-01-15T07:51:12.319650+01:00,1|2671|1|86|15012026,2026-01-15,900024102,S Westkreuz,07:50:00,07:51:00,1
2026-01-15T07:51:12.319650+01:00,1|2670|0|86|15012026,2026-01-15,900003102,S Bellevue,07:49:00,07:49:00,0
2026-01-15T07:51:12.319650+01:00,1|2670|0|86|15012026,2026-01-15,900003103,S Tiergarten,07:51:00,07:51:00,0
2026-01-15T07:54:10.262420+01:00,1|2671|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:47:00,07:49:00,2
2026-01-15T07:54:10.262420+01:00,1|2671|1|86|15012026,2026-01-15,900048101,Grunewald,07:53:00,07:54:00,1
2026-01-15T07:54:10.262420+01:00,1|2670|0|86|15012026,2026-01-15,900003102,S Bellevue,07:49:00,07:50:00,1
2026-01-15T07:54:10.262420+01:00,1|2670|0|86|15012026,2026-01-15,900003103,S Tiergarten,07:51:00,07:52:00,1
2026-01-15T07:54:10.262420+01:00,1|2670|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,07:53:00,07:53:00,0
2026-01-15T07:56:21.406520+01:00,1|2670|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,07:53:00,07:54:00,1
2026-01-15T07:56:21.406520+01:00,1|2670|0|86|15012026,2026-01-15,900024203,Savignyplatz,07:55:00,07:55:00,0
2026-01-15T08:10:02.078184+01:00,1|2670|0|86|15012026,2026-01-15,900024203,Savignyplatz,07:55:00,07:56:00,1
2026-01-15T08:10:02.078184+01:00,1|2670|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:57:00,07:58:00,1
2026-01-15T08:10:02.078184+01:00,1|2670|0|86|15012026,2026-01-15,900024102,S Westkreuz,08:00:00,08:01:00,1
2026-01-15T08:10:02.078184+01:00,1|2670|0|86|15012026,2026-01-15,900048101,Grunewald,08:03:00,08:03:00,0
2026-01-15T08:10:02.078184+01:00,1|2670|0|86|15012026,2026-01-15,900052201,Nikolassee,08:10:00,08:10:00,0
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900003201,Berlin Hbf,07:57:00,07:57:00,0
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900003102,S Bellevue,07:59:00,08:00:00,1
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900003103,S Tiergarten,08:01:00,08:02:00,1
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:03:00,08:04:00,1
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900024203,Savignyplatz,08:05:00,08:06:00,1
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:07:00,08:07:00,0
2026-01-15T08:10:02.078184+01:00,1|2864|0|86|15012026,2026-01-15,900024102,S Westkreuz,08:10:00,08:10:00,0
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900230999,Potsdam Hbf,07:21:00,07:22:00,1
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900230000,Babelsberg,07:24:00,07:26:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,07:27:00,07:29:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900053301,Wannsee Bhf,07:32:00,07:34:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900052201,Nikolassee,07:35:00,07:36:00,1
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900048101,Grunewald,07:42:00,07:43:00,1
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900024102,S Westkreuz,07:45:00,07:47:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:47:00,07:49:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900024203,Savignyplatz,07:49:00,07:51:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,07:51:00,07:53:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900003103,S Tiergarten,07:53:00,07:55:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900003102,S Bellevue,07:55:00,07:57:00,2
2026-01-15T08:10:02.078184+01:00,1|2702|1|86|15012026,2026-01-15,900003201,Berlin Hbf,07:58:00,08:01:00,3
2026-01-15T08:10:02.078184+01:00,1|2864|1|86|15012026,2026-01-15,900003201,Berlin Hbf,08:07:00,08:07:00,0
2026-01-15T08:10:02.078184+01:00,1|2864|1|86|15012026,2026-01-15,900003102,S Bellevue,08:09:00,08:09:00,0
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900230999,Potsdam Hbf,07:31:00,07:32:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900230000,Babelsberg,07:34:00,07:35:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,07:37:00,07:38:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900053301,Wannsee Bhf,07:42:00,07:43:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900052201,Nikolassee,07:45:00,07:45:00,0
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900048101,Grunewald,07:52:00,07:52:00,0
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900024102,S Westkreuz,07:55:00,07:55:00,0
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:57:00,07:57:00,0
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900024203,Savignyplatz,07:59:00,08:00:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:01:00,08:02:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900003103,S Tiergarten,08:03:00,08:04:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900003102,S Bellevue,08:05:00,08:06:00,1
2026-01-15T08:10:02.078184+01:00,1|2961|1|86|15012026,2026-01-15,900003201,Berlin Hbf,08:08:00,08:08:00,0
2026-01-15T08:15:01.421472+01:00,1|2864|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:07:00,08:08:00,1
2026-01-15T08:15:01.421472+01:00,1|2864|0|86|15012026,2026-01-15,900048101,Grunewald,08:13:00,08:13:00,0
2026-01-15T08:15:01.421472+01:00,1|2864|1|86|15012026,2026-01-15,900003102,S Bellevue,08:09:00,08:10:00,1
2026-01-15T08:15:01.421472+01:00,1|2864|1|86|15012026,2026-01-15,900003103,S Tiergarten,08:11:00,08:12:00,1
2026-01-15T08:15:01.421472+01:00,1|2864|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:13:00,08:13:00,0
2026-01-15T08:15:01.421472+01:00,1|2864|1|86|15012026,2026-01-15,900024203,Savignyplatz,08:15:00,08:15:00,0
2026-01-15T08:15:01.421472+01:00,1|2961|1|86|15012026,2026-01-15,900003201,Berlin Hbf,08:08:00,08:09:00,1
2026-01-15T08:20:01.837914+01:00,1|2864|0|86|15012026,2026-01-15,900052201,Nikolassee,08:20:00,08:20:00,0
2026-01-15T08:20:01.837914+01:00,1|2864|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:13:00,08:14:00,1
2026-01-15T08:20:01.837914+01:00,1|2864|1|86|15012026,2026-01-15,900024203,Savignyplatz,08:15:00,08:16:00,1
2026-01-15T08:20:01.837914+01:00,1|2864|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:17:00,08:18:00,1
2026-01-15T08:20:01.837914+01:00,1|2864|1|86|15012026,2026-01-15,900024102,S Westkreuz,08:20:00,08:20:00,0
2026-01-15T08:20:01.837914+01:00,1|2867|0|86|15012026,2026-01-15,900003201,Berlin Hbf,08:17:00,08:17:00,0
2026-01-15T08:20:01.837914+01:00,1|2867|0|86|15012026,2026-01-15,900003102,S Bellevue,08:19:00,08:19:00,0
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900230999,Potsdam Hbf,07:41:00,07:42:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900230000,Babelsberg,07:44:00,07:45:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,07:47:00,07:48:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900053301,Wannsee Bhf,07:52:00,07:54:00,2
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900052201,Nikolassee,07:55:00,07:56:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900048101,Grunewald,08:02:00,08:03:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900024102,S Westkreuz,08:05:00,08:06:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:07:00,08:08:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900024203,Savignyplatz,08:09:00,08:10:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:11:00,08:12:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900003103,S Tiergarten,08:13:00,08:14:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900003102,S Bellevue,08:15:00,08:16:00,1
2026-01-15T08:20:01.837914+01:00,1|2702|2|86|15012026,2026-01-15,900003201,Berlin Hbf,08:18:00,08:18:00,0
2026-01-15T08:25:01.612408+01:00,1|2864|1|86|15012026,2026-01-15,900048101,Grunewald,08:23:00,08:23:00,0
2026-01-15T08:25:01.612408+01:00,1|2961|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,07:57:00,07:58:00,1
2026-01-15T08:25:01.612408+01:00,1|2867|0|86|15012026,2026-01-15,900003102,S Bellevue,08:19:00,08:20:00,1
2026-01-15T08:25:01.612408+01:00,1|2867|0|86|15012026,2026-01-15,900003103,S Tiergarten,08:21:00,08:22:00,1
2026-01-15T08:25:01.612408+01:00,1|2867|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:23:00,08:23:00,0
2026-01-15T08:25:01.612408+01:00,1|2867|0|86|15012026,2026-01-15,900024203,Savignyplatz,08:25:00,08:25:00,0
2026-01-15T08:25:01.612408+01:00,1|2702|2|86|15012026,2026-01-15,900003201,Berlin Hbf,08:18:00,08:19:00,1
2026-01-15T08:30:01.245482+01:00,1|2864|1|86|15012026,2026-01-15,900052201,Nikolassee,08:30:00,08:30:00,0
2026-01-15T08:30:01.245482+01:00,1|2867|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:23:00,08:24:00,1
2026-01-15T08:30:01.245482+01:00,1|2867|0|86|15012026,2026-01-15,900024203,Savignyplatz,08:25:00,08:26:00,1
2026-01-15T08:30:01.245482+01:00,1|2867|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:27:00,08:28:00,1
2026-01-15T08:30:01.245482+01:00,1|2867|0|86|15012026,2026-01-15,900024102,S Westkreuz,08:30:00,08:30:00,0
2026-01-15T08:30:01.245482+01:00,1|2867|1|86|15012026,2026-01-15,900003201,Berlin Hbf,08:27:00,08:27:00,0
2026-01-15T08:30:01.245482+01:00,1|2867|1|86|15012026,2026-01-15,900003102,S Bellevue,08:29:00,08:29:00,0
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900048101,Grunewald,08:12:00,08:12:00,0
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900024102,S Westkreuz,08:15:00,08:16:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:17:00,08:18:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900024203,Savignyplatz,08:19:00,08:20:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:21:00,08:22:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900003103,S Tiergarten,08:23:00,08:24:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900003102,S Bellevue,08:25:00,08:26:00,1
2026-01-15T08:30:01.245482+01:00,1|2961|2|86|15012026,2026-01-15,900003201,Berlin Hbf,08:28:00,08:28:00,0
2026-01-15T08:35:01.558763+01:00,1|2867|0|86|15012026,2026-01-15,900048101,Grunewald,08:33:00,08:33:00,0
2026-01-15T08:35:01.558763+01:00,1|2867|1|86|15012026,2026-01-15,900003102,S Bellevue,08:29:00,08:30:00,1
2026-01-15T08:35:01.558763+01:00,1|2867|1|86|15012026,2026-01-15,900003103,S Tiergarten,08:31:00,08:32:00,1
2026-01-15T08:35:01.558763+01:00,1|2867|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:33:00,08:33:00,0
2026-01-15T08:35:01.558763+01:00,1|2867|1|86|15012026,2026-01-15,900024203,Savignyplatz,08:35:00,08:35:00,0
2026-01-15T08:40:01.906231+01:00,1|2867|0|86|15012026,2026-01-15,900052201,Nikolassee,08:40:00,08:40:00,0
2026-01-15T08:40:01.906231+01:00,1|2867|1|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:33:00,08:34:00,1
2026-01-15T08:40:01.906231+01:00,1|2867|1|86|15012026,2026-01-15,900024203,Savignyplatz,08:35:00,08:36:00,1
2026-01-15T08:40:01.906231+01:00,1|2867|1|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:37:00,08:38:00,1
2026-01-15T08:40:01.906231+01:00,1|2867|1|86|15012026,2026-01-15,900024102,S Westkreuz,08:40:00,08:40:00,0
2026-01-15T08:40:01.906231+01:00,1|2868|0|86|15012026,2026-01-15,900003201,Berlin Hbf,08:37:00,08:37:00,0
2026-01-15T08:40:01.906231+01:00,1|2868|0|86|15012026,2026-01-15,900003102,S Bellevue,08:39:00,08:39:00,0
2026-01-15T08:45:01.401789+01:00,1|2867|1|86|15012026,2026-01-15,900048101,Grunewald,08:43:00,08:43:00,0
2026-01-15T08:45:01.401789+01:00,1|2868|0|86|15012026,2026-01-15,900003102,S Bellevue,08:39:00,08:40:00,1
2026-01-15T08:45:01.401789+01:00,1|2868|0|86|15012026,2026-01-15,900003103,S Tiergarten,08:41:00,08:42:00,1
2026-01-15T08:45:01.401789+01:00,1|2868|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:43:00,08:43:00,0
2026-01-15T08:45:01.401789+01:00,1|2868|0|86|15012026,2026-01-15,900024203,Savignyplatz,08:45:00,08:45:00,0
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900230999,Potsdam Hbf,08:01:00,08:02:00,1
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900230000,Babelsberg,08:04:00,08:05:00,1
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,08:07:00,08:08:00,1
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900053301,Wannsee Bhf,08:12:00,08:14:00,2
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900052201,Nikolassee,08:15:00,08:16:00,1
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900048101,Grunewald,08:22:00,08:24:00,2
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900024102,S Westkreuz,08:25:00,08:27:00,2
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:27:00,08:29:00,2
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900024203,Savignyplatz,08:29:00,08:31:00,2
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:31:00,08:38:00,7
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900003103,S Tiergarten,08:33:00,08:39:00,6
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900003102,S Bellevue,08:35:00,08:41:00,6
2026-01-15T08:45:01.401789+01:00,1|2702|3|86|15012026,2026-01-15,900003201,Berlin Hbf,08:38:00,08:44:00,6
2026-01-15T08:50:01.931846+01:00,1|2867|1|86|15012026,2026-01-15,900052201,Nikolassee,08:50:00,08:50:00,0
2026-01-15T08:50:01.931846+01:00,1|2868|0|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:43:00,08:44:00,1
2026-01-15T08:50:01.931846+01:00,1|2868|0|86|15012026,2026-01-15,900024203,Savignyplatz,08:45:00,08:46:00,1
2026-01-15T08:50:01.931846+01:00,1|2868|0|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:47:00,08:48:00,1
2026-01-15T08:50:01.931846+01:00,1|2868|0|86|15012026,2026-01-15,900024102,S Westkreuz,08:50:00,08:50:00,0
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900230999,Potsdam Hbf,08:11:00,08:12:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900230000,Babelsberg,08:14:00,08:15:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900230003,Griebnitzsee Bhf,08:17:00,08:18:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900053301,Wannsee Bhf,08:22:00,08:23:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900052201,Nikolassee,08:25:00,08:25:00,0
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900048101,Grunewald,08:32:00,08:32:00,0
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900024102,S Westkreuz,08:35:00,08:36:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900024101,S Charlottenburg Bhf,08:37:00,08:38:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900024203,Savignyplatz,08:39:00,08:40:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900023201,S+U Zoologischer Garten,08:41:00,08:42:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900003103,S Tiergarten,08:43:00,08:44:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900003102,S Bellevue,08:45:00,08:46:00,1
2026-01-15T08:50:01.931846+01:00,1|2961|3|86|15012026,2026-01-15,900003201,Berlin Hbf,08:48:00,08:49:00,1
2026-01-15T08:55:01.775307+01:00,1|2868|0|86|15012026,2026-01-15,900048101,Grunewald,08:53:00,08:53:00,0
2026-01-15T08:55:01.775307+01:00,1|86763|0|86|15012026,2026-01-15,900003201,Berlin Hbf,08:47:00,08:52:00,5
2026-01-15T08:55:01.775307+01:00,1|86763|0|86|15012026,2026-01-15,900003102,S Bellevue,08:49:00,08:55:00,6
2026-01-15T09:00:01.161941+01:00,1|2868|0|86|15012026,2026-01-15,900052201,Nikolassee,09:00:00,09:00:00,0
2026-01-15T09:00:01.161941+01:00,1|86763|0|86|15012026,2026-01-15,900003103,S Tiergarten,08:51:00,08:57:00,6
